# RANKED CANDIDATE transport rows derived from the OSRS cache by generateTransportRows.
# NOT active. Review, then move rows into transport-overrides.tsv to use them.
#
# Sorted by detour pain, highest first. Every row below is still only a
# candidate: Route A live mismatch proof is required before merge.
# rank=1 detour=>512 routeA=missing edge=2809,9313,0 N name=Ancient Gate
BASELINE	2930,9644,0	2931,9644,0	Open Blue door	1
# rank=19 detour=>512 routeA=missing edge=3538,3261,0 N name=Broken fence
BASELINE	3538,3261,0	3538,3262,0	Climb-over Broken fence	1
BASELINE	3538,3262,0	3538,3261,0	Climb-over Broken fence	1
# rank=20 detour=>512 routeA=missing edge=3582,3263,0 N name=Broken fence
BASELINE	3582,3263,0	3582,3264,0	Climb-over Broken fence	1
BASELINE	3582,3264,0	3582,3263,0	Climb-over Broken fence	1
# rank=21 detour=>512 routeA=missing edge=3491,3230,0 N name=Broken wall
BASELINE	3491,3230,0	3491,3231,0	Climb-over Broken wall	1
BASELINE	3491,3231,0	3491,3230,0	Climb-over Broken wall	1
# rank=22 detour=>512 routeA=missing edge=2610,9195,1 E name=Bronze Door
BASELINE	2610,9195,1	2611,9195,1	Open Bronze Door	1
BASELINE	2611,9195,1	2610,9195,1	Open Bronze Door	1
# rank=23 detour=>512 routeA=missing edge=2959,3334,2 N name=Castle door
BASELINE	2959,3335,2	2959,3334,2	Open Castle door	1
BASELINE	2959,3334,2	2959,3335,2	Open Castle door	1
# rank=24 detour=>512 routeA=missing edge=2960,3334,2 N name=Castle door
BASELINE	2960,3335,2	2960,3334,2	Open Castle door	1
BASELINE	2960,3334,2	2960,3335,2	Open Castle door	1
# rank=25 detour=>512 routeA=missing edge=2960,3342,2 N name=Castle door
BASELINE	2960,3342,2	2960,3343,2	Open Castle door	1
BASELINE	2960,3343,2	2960,3342,2	Open Castle door	1
# rank=26 detour=>512 routeA=missing edge=2961,3342,2 N name=Castle door
BASELINE	2961,3342,2	2961,3343,2	Open Castle door	1
BASELINE	2961,3343,2	2961,3342,2	Open Castle door	1
# rank=27 detour=>512 routeA=missing edge=3045,3371,0 N name=Castle door
BASELINE	3045,3371,0	3045,3372,0	Open Castle door	1
BASELINE	3045,3372,0	3045,3371,0	Open Castle door	1
# rank=28 detour=>512 routeA=missing edge=3046,3371,0 N name=Castle door
BASELINE	3046,3371,0	3046,3372,0	Open Castle door	1
BASELINE	3046,3372,0	3046,3371,0	Open Castle door	1
# rank=29 detour=>512 routeA=missing edge=3141,3638,1 N name=Casual
BASELINE	3141,3638,1	3141,3639,1	Pass-Through Casual	1
BASELINE	3141,3639,1	3141,3638,1	Pass-Through Casual	1
# rank=30 detour=>512 routeA=missing edge=3142,3638,1 N name=Casual
BASELINE	3142,3638,1	3142,3639,1	Pass-Through Casual	1
BASELINE	3142,3639,1	3142,3638,1	Pass-Through Casual	1
# rank=31 detour=>512 routeA=missing edge=1674,3678,2 E name=Cell Door
BASELINE	1674,3678,2	1675,3678,2	Open Cell Door	1
BASELINE	1675,3678,2	1674,3678,2	Open Cell Door	1
# rank=32 detour=>512 routeA=missing edge=1931,9447,0 E name=Cell door
BASELINE	1932,9447,0	1931,9447,0	Open Cell door	1
BASELINE	1931,9447,0	1932,9447,0	Open Cell door	1
# rank=33 detour=>512 routeA=missing edge=2141,3901,0 E name=Cell door
BASELINE	2141,3901,0	2142,3901,0	Open Cell door	1
BASELINE	2142,3901,0	2141,3901,0	Open Cell door	1
# rank=34 detour=>512 routeA=missing edge=2225,3798,0 E name=Cell door
BASELINE	2225,3798,0	2226,3798,0	Open Cell door	1
BASELINE	2226,3798,0	2225,3798,0	Open Cell door	1
# rank=35 detour=>512 routeA=missing edge=2572,9705,0 E name=Cell door
BASELINE	2573,9705,0	2572,9705,0	Open Cell door	1
BASELINE	2572,9705,0	2573,9705,0	Open Cell door	1
# rank=36 detour=>512 routeA=missing edge=2572,9708,0 E name=Cell door
BASELINE	2573,9708,0	2572,9708,0	Open Cell door	1
BASELINE	2572,9708,0	2573,9708,0	Open Cell door	1
# rank=37 detour=>512 routeA=missing edge=2572,9711,0 E name=Cell door
BASELINE	2573,9711,0	2572,9711,0	Open Cell door	1
BASELINE	2572,9711,0	2573,9711,0	Open Cell door	1
# rank=38 detour=>512 routeA=missing edge=2572,9714,0 E name=Cell door
BASELINE	2573,9714,0	2572,9714,0	Open Cell door	1
BASELINE	2572,9714,0	2573,9714,0	Open Cell door	1
# rank=39 detour=>512 routeA=missing edge=2854,10055,1 E name=Cell Door
BASELINE	2855,10055,1	2854,10055,1	Open Cell Door	1
BASELINE	2854,10055,1	2855,10055,1	Open Cell Door	1
# rank=40 detour=>512 routeA=missing edge=3012,3189,0 E name=Cell door
BASELINE	3012,3189,0	3013,3189,0	Open Cell door	1
BASELINE	3013,3189,0	3012,3189,0	Open Cell door	1
# rank=41 detour=>512 routeA=missing edge=3012,3192,0 E name=Cell door
BASELINE	3012,3192,0	3013,3192,0	Open Cell door	1
BASELINE	3013,3192,0	3012,3192,0	Open Cell door	1
# rank=42 detour=>512 routeA=missing edge=3012,3195,0 E name=Cell door
BASELINE	3012,3195,0	3013,3195,0	Open Cell door	1
BASELINE	3013,3195,0	3012,3195,0	Open Cell door	1
# rank=43 detour=>512 routeA=missing edge=3618,3377,0 N name=Cell door
BASELINE	3618,3378,0	3618,3377,0	Open Cell door	1
BASELINE	3618,3377,0	3618,3378,0	Open Cell door	1
# rank=44 detour=>512 routeA=missing edge=3619,3379,0 E name=Cell door
BASELINE	3620,3379,0	3619,3379,0	Open Cell door	1
BASELINE	3619,3379,0	3620,3379,0	Open Cell door	1
# rank=45 detour=>512 routeA=missing edge=2503,3062,0 E name=City gate
BASELINE	2504,3062,0	2503,3062,0	Open City gate	1
BASELINE	2503,3062,0	2504,3062,0	Open City gate	1
# rank=46 detour=>512 routeA=missing edge=2503,3063,0 E name=City gate
BASELINE	2504,3063,0	2503,3063,0	Open City gate	1
BASELINE	2503,3063,0	2504,3063,0	Open City gate	1
# rank=47 detour=>512 routeA=missing edge=2549,3027,0 N name=City gate
BASELINE	2549,3028,0	2549,3027,0	Open City gate	1
BASELINE	2549,3027,0	2549,3028,0	Open City gate	1
# rank=48 detour=>512 routeA=missing edge=2550,3027,0 N name=City gate
BASELINE	2550,3028,0	2550,3027,0	Open City gate	1
BASELINE	2550,3027,0	2550,3028,0	Open City gate	1
# rank=49 detour=>512 routeA=missing edge=3141,3638,0 N name=Competitive
BASELINE	3141,3639,0	3141,3638,0	Pass-Through Competitive	1
BASELINE	3141,3638,0	3141,3639,0	Pass-Through Competitive	1
# rank=50 detour=>512 routeA=missing edge=3142,3638,0 N name=Competitive
BASELINE	3142,3639,0	3142,3638,0	Pass-Through Competitive	1
BASELINE	3142,3638,0	3142,3639,0	Pass-Through Competitive	1
# rank=51 detour=>512 routeA=missing edge=1759,4711,0 N name=Crack
BASELINE	1759,4712,0	1759,4711,0	Enter Crack	1
BASELINE	1759,4711,0	1759,4712,0	Enter Crack	1
# rank=52 detour=>512 routeA=missing edge=2569,5189,0 N name=Crack
BASELINE	2569,5190,0	2569,5189,0	Squeeze-through Crack	1
BASELINE	2569,5189,0	2569,5190,0	Squeeze-through Crack	1
# rank=53 detour=>512 routeA=missing edge=2569,5194,0 N name=Crack
BASELINE	2569,5194,0	2569,5195,0	Squeeze-through Crack	1
BASELINE	2569,5195,0	2569,5194,0	Squeeze-through Crack	1
# rank=54 detour=>512 routeA=missing edge=2617,9827,0 N name=Crack
BASELINE	2617,9827,0	2617,9828,0	Enter Crack	1
BASELINE	2617,9828,0	2617,9827,0	Enter Crack	1
# rank=55 detour=>512 routeA=missing edge=1926,6223,0 E name=Crevice
BASELINE	1926,6223,0	1927,6223,0	Squeeze-through Crevice	1
BASELINE	1927,6223,0	1926,6223,0	Squeeze-through Crevice	1
# rank=56 detour=>512 routeA=missing edge=1711,6113,0 E name=Curtain
BASELINE	1711,6113,0	1712,6113,0	Open Curtain	1
BASELINE	1712,6113,0	1711,6113,0	Open Curtain	1
# rank=57 detour=>512 routeA=missing edge=1711,6116,0 E name=Curtain
BASELINE	1711,6116,0	1712,6116,0	Open Curtain	1
BASELINE	1712,6116,0	1711,6116,0	Open Curtain	1
# rank=58 detour=>512 routeA=missing edge=3071,9896,0 E name=Curtain
BASELINE	3072,9896,0	3071,9896,0	Enter Curtain	1
BASELINE	3071,9896,0	3072,9896,0	Enter Curtain	1
# rank=59 detour=>512 routeA=missing edge=3072,9882,0 E name=Curtain
BASELINE	3073,9882,0	3072,9882,0	Enter Curtain	1
BASELINE	3072,9882,0	3073,9882,0	Enter Curtain	1
# rank=60 detour=>512 routeA=missing edge=3078,9899,0 N name=Curtain
BASELINE	3078,9899,0	3078,9900,0	Enter Curtain	1
BASELINE	3078,9900,0	3078,9899,0	Enter Curtain	1
# rank=61 detour=>512 routeA=missing edge=3082,9877,0 N name=Curtain
BASELINE	3082,9878,0	3082,9877,0	Enter Curtain	1
BASELINE	3082,9877,0	3082,9878,0	Enter Curtain	1
# rank=62 detour=>512 routeA=missing edge=3119,3105,0 E name=Curtain
BASELINE	3119,3105,0	3120,3105,0	Open Curtain	1
BASELINE	3120,3105,0	3119,3105,0	Open Curtain	1
# rank=63 detour=>512 routeA=missing edge=3119,3108,0 E name=Curtain
BASELINE	3119,3108,0	3120,3108,0	Open Curtain	1
BASELINE	3120,3108,0	3119,3108,0	Open Curtain	1
# rank=64 detour=>512 routeA=missing edge=3172,2976,0 N name=Curtain
BASELINE	3172,2977,0	3172,2976,0	Open Curtain	1
BASELINE	3172,2976,0	3172,2977,0	Open Curtain	1
# rank=65 detour=>512 routeA=missing edge=3182,2984,0 E name=Curtain
BASELINE	3182,2984,0	3183,2984,0	Open Curtain	1
BASELINE	3183,2984,0	3182,2984,0	Open Curtain	1
# rank=66 detour=>512 routeA=missing edge=3287,3173,1 E name=Curtain
BASELINE	3288,3173,1	3287,3173,1	Open Curtain	1
BASELINE	3287,3173,1	3288,3173,1	Open Curtain	1
# rank=67 detour=>512 routeA=missing edge=3291,3030,0 N name=Curtain
BASELINE	3291,3030,0	3291,3031,0	Open Curtain	1
BASELINE	3291,3031,0	3291,3030,0	Open Curtain	1
# rank=68 detour=>512 routeA=missing edge=3344,2955,0 E name=Curtain
BASELINE	3345,2955,0	3344,2955,0	Open Curtain	1
BASELINE	3344,2955,0	3345,2955,0	Open Curtain	1
# rank=69 detour=>512 routeA=missing edge=3350,2956,0 N name=Curtain
BASELINE	3350,2957,0	3350,2956,0	Open Curtain	1
BASELINE	3350,2956,0	3350,2957,0	Open Curtain	1
# rank=70 detour=>512 routeA=missing edge=3359,2981,0 N name=Curtain
BASELINE	3359,2981,0	3359,2982,0	Open Curtain	1
BASELINE	3359,2982,0	3359,2981,0	Open Curtain	1
# rank=71 detour=>512 routeA=missing edge=3360,2993,0 E name=Curtain
BASELINE	3361,2993,0	3360,2993,0	Open Curtain	1
BASELINE	3360,2993,0	3361,2993,0	Open Curtain	1
# rank=72 detour=>512 routeA=missing edge=3364,2999,0 N name=Curtain
BASELINE	3364,2999,0	3364,3000,0	Open Curtain	1
BASELINE	3364,3000,0	3364,2999,0	Open Curtain	1
# rank=73 detour=>512 routeA=missing edge=3365,2983,1 E name=Curtain
BASELINE	3366,2983,1	3365,2983,1	Open Curtain	1
BASELINE	3365,2983,1	3366,2983,1	Open Curtain	1
# rank=74 detour=>512 routeA=missing edge=3372,2968,1 N name=Curtain
BASELINE	3372,2969,1	3372,2968,1	Open Curtain	1
BASELINE	3372,2968,1	3372,2969,1	Open Curtain	1
# rank=75 detour=>512 routeA=missing edge=1237,3683,0 E name=Door
BASELINE	1237,3683,0	1238,3683,0	Open Door	1
BASELINE	1238,3683,0	1237,3683,0	Open Door	1
# rank=76 detour=>512 routeA=missing edge=1239,3681,1 E name=Door
BASELINE	1240,3681,1	1239,3681,1	Open Door	1
BASELINE	1239,3681,1	1240,3681,1	Open Door	1
# rank=77 detour=>512 routeA=missing edge=1242,3682,0 N name=Door
BASELINE	1242,3682,0	1242,3683,0	Open Door	1
BASELINE	1242,3683,0	1242,3682,0	Open Door	1
# rank=78 detour=>512 routeA=missing edge=1243,3680,1 N name=Door
BASELINE	1243,3681,1	1243,3680,1	Open Door	1
BASELINE	1243,3680,1	1243,3681,1	Open Door	1
# rank=79 detour=>512 routeA=missing edge=1243,3682,1 N name=Door
BASELINE	1243,3682,1	1243,3683,1	Open Door	1
BASELINE	1243,3683,1	1243,3682,1	Open Door	1
# rank=80 detour=>512 routeA=missing edge=1244,3685,0 E name=Door
BASELINE	1245,3685,0	1244,3685,0	Open Door	1
BASELINE	1244,3685,0	1245,3685,0	Open Door	1
# rank=81 detour=>512 routeA=missing edge=1284,3758,0 N name=Door
BASELINE	1284,3758,0	1284,3759,0	Open Door	1
BASELINE	1284,3759,0	1284,3758,0	Open Door	1
# rank=82 detour=>512 routeA=missing edge=1382,3816,0 N name=Door
BASELINE	1382,3817,0	1382,3816,0	Open Door	1
BASELINE	1382,3816,0	1382,3817,0	Open Door	1
# rank=83 detour=>512 routeA=missing edge=1431,3796,0 E name=Door
BASELINE	1431,3796,0	1432,3796,0	Open Door	1
BASELINE	1432,3796,0	1431,3796,0	Open Door	1
# rank=84 detour=>512 routeA=missing edge=1434,3743,0 N name=Door
BASELINE	1434,3744,0	1434,3743,0	Open Door	1
BASELINE	1434,3743,0	1434,3744,0	Open Door	1
# rank=85 detour=>512 routeA=missing edge=1440,3788,0 N name=Door
BASELINE	1440,3788,0	1440,3789,0	Open Door	1
BASELINE	1440,3789,0	1440,3788,0	Open Door	1
# rank=86 detour=>512 routeA=missing edge=1456,3748,0 E name=Door
BASELINE	1456,3748,0	1457,3748,0	Open Door	1
BASELINE	1457,3748,0	1456,3748,0	Open Door	1
# rank=87 detour=>512 routeA=missing edge=1462,3758,0 N name=Door
BASELINE	1462,3759,0	1462,3758,0	Open Door	1
BASELINE	1462,3758,0	1462,3759,0	Open Door	1
# rank=88 detour=>512 routeA=missing edge=1489,3834,0 E name=Door
BASELINE	1489,3834,0	1490,3834,0	Open Door	1
BASELINE	1490,3834,0	1489,3834,0	Open Door	1
# rank=89 detour=>512 routeA=missing edge=1512,3832,0 E name=Door
BASELINE	1513,3832,0	1512,3832,0	Open Door	1
BASELINE	1512,3832,0	1513,3832,0	Open Door	1
# rank=90 detour=>512 routeA=missing edge=1525,3746,0 N name=Door
BASELINE	1525,3747,0	1525,3746,0	Open Door	1
BASELINE	1525,3746,0	1525,3747,0	Open Door	1
# rank=91 detour=>512 routeA=missing edge=1534,3723,0 N name=Door
BASELINE	1534,3723,0	1534,3724,0	Open Door	1
BASELINE	1534,3724,0	1534,3723,0	Open Door	1
# rank=92 detour=>512 routeA=missing edge=1536,3808,0 E name=Door
BASELINE	1537,3808,0	1536,3808,0	Open Door	1
BASELINE	1536,3808,0	1537,3808,0	Open Door	1
# rank=93 detour=>512 routeA=missing edge=1542,3783,0 N name=Door
BASELINE	1542,3783,0	1542,3784,0	Open Door	1
BASELINE	1542,3784,0	1542,3783,0	Open Door	1
# rank=94 detour=>512 routeA=missing edge=1551,3782,0 E name=Door
BASELINE	1552,3782,0	1551,3782,0	Open Door	1
BASELINE	1551,3782,0	1552,3782,0	Open Door	1
# rank=95 detour=>512 routeA=missing edge=1553,3799,0 N name=Door
BASELINE	1553,3799,0	1553,3800,0	Open Door	1
BASELINE	1553,3800,0	1553,3799,0	Open Door	1
# rank=96 detour=>512 routeA=missing edge=1560,3759,0 E name=Door
BASELINE	1561,3759,0	1560,3759,0	Open Door	1
BASELINE	1560,3759,0	1561,3759,0	Open Door	1
# rank=97 detour=>512 routeA=missing edge=1561,3737,0 E name=Door
BASELINE	1561,3737,0	1562,3737,0	Open Door	1
BASELINE	1562,3737,0	1561,3737,0	Open Door	1
# rank=98 detour=>512 routeA=missing edge=1595,3819,0 E name=Door
BASELINE	1596,3819,0	1595,3819,0	Open Door	1
BASELINE	1595,3819,0	1596,3819,0	Open Door	1
# rank=99 detour=>512 routeA=missing edge=1595,3820,0 E name=Door
BASELINE	1596,3820,0	1595,3820,0	Open Door	1
BASELINE	1595,3820,0	1596,3820,0	Open Door	1
# rank=100 detour=>512 routeA=missing edge=1622,3807,0 E name=Door
BASELINE	1623,3807,0	1622,3807,0	Open Door	1
BASELINE	1622,3807,0	1623,3807,0	Open Door	1
# rank=101 detour=>512 routeA=missing edge=1622,3808,0 E name=Door
BASELINE	1623,3808,0	1622,3808,0	Open Door	1
BASELINE	1622,3808,0	1623,3808,0	Open Door	1
# rank=102 detour=>512 routeA=missing edge=1627,4829,0 E name=Door
BASELINE	1628,4829,0	1627,4829,0	Open Door	1
BASELINE	1627,4829,0	1628,4829,0	Open Door	1
# rank=103 detour=>512 routeA=missing edge=1631,4834,0 N name=Door
BASELINE	1631,4835,0	1631,4834,0	Open Door	1
BASELINE	1631,4834,0	1631,4835,0	Open Door	1
# rank=104 detour=>512 routeA=missing edge=1632,3817,0 N name=Door
BASELINE	1632,3817,0	1632,3818,0	Open Door	1
BASELINE	1632,3818,0	1632,3817,0	Open Door	1
# rank=105 detour=>512 routeA=missing edge=1632,4837,0 E name=Door
BASELINE	1633,4837,0	1632,4837,0	Open Door	1
BASELINE	1632,4837,0	1633,4837,0	Open Door	1
# rank=106 detour=>512 routeA=missing edge=1633,3817,0 N name=Door
BASELINE	1633,3817,0	1633,3818,0	Open Door	1
BASELINE	1633,3818,0	1633,3817,0	Open Door	1
# rank=107 detour=>512 routeA=missing edge=1633,4842,0 E name=Door
BASELINE	1634,4842,0	1633,4842,0	Open Door	1
BASELINE	1633,4842,0	1634,4842,0	Open Door	1
# rank=108 detour=>512 routeA=missing edge=1634,3797,0 N name=Door
BASELINE	1634,3798,0	1634,3797,0	Open Door	1
BASELINE	1634,3797,0	1634,3798,0	Open Door	1
# rank=109 detour=>512 routeA=missing edge=1635,3797,0 N name=Door
BASELINE	1635,3798,0	1635,3797,0	Open Door	1
BASELINE	1635,3797,0	1635,3798,0	Open Door	1
# rank=110 detour=>512 routeA=missing edge=1635,4838,0 E name=Door
BASELINE	1635,4838,0	1636,4838,0	Open Door	1
BASELINE	1636,4838,0	1635,4838,0	Open Door	1
# rank=111 detour=>512 routeA=missing edge=1640,4828,0 E name=Door
BASELINE	1640,4828,0	1641,4828,0	Open Door	1
BASELINE	1641,4828,0	1640,4828,0	Open Door	1
# rank=112 detour=>512 routeA=missing edge=1642,3805,0 E name=Door
BASELINE	1642,3805,0	1643,3805,0	Open Door	1
BASELINE	1643,3805,0	1642,3805,0	Open Door	1
# rank=113 detour=>512 routeA=missing edge=1642,3806,0 E name=Door
BASELINE	1642,3806,0	1643,3806,0	Open Door	1
BASELINE	1643,3806,0	1642,3806,0	Open Door	1
# rank=114 detour=>512 routeA=missing edge=1643,4839,0 N name=Door
BASELINE	1643,4839,0	1643,4840,0	Open Door	1
BASELINE	1643,4840,0	1643,4839,0	Open Door	1
# rank=115 detour=>512 routeA=missing edge=1650,3736,0 N name=Door
BASELINE	1650,3736,0	1650,3737,0	Open Door	1
BASELINE	1650,3737,0	1650,3736,0	Open Door	1
# rank=116 detour=>512 routeA=missing edge=1651,3736,0 N name=Door
BASELINE	1651,3736,0	1651,3737,0	Open Door	1
BASELINE	1651,3737,0	1651,3736,0	Open Door	1
# rank=117 detour=>512 routeA=missing edge=1664,6098,0 E name=Door
BASELINE	1664,6098,0	1665,6098,0	Open Door	1
BASELINE	1665,6098,0	1664,6098,0	Open Door	1
# rank=118 detour=>512 routeA=missing edge=1670,6092,0 E name=Door
BASELINE	1671,6092,0	1670,6092,0	Open Door	1
BASELINE	1670,6092,0	1671,6092,0	Open Door	1
# rank=119 detour=>512 routeA=missing edge=1677,3784,0 E name=Door
BASELINE	1678,3784,0	1677,3784,0	Open Door	1
BASELINE	1677,3784,0	1678,3784,0	Open Door	1
# rank=120 detour=>512 routeA=missing edge=1677,3785,0 E name=Door
BASELINE	1678,3785,0	1677,3785,0	Open Door	1
BASELINE	1677,3785,0	1678,3785,0	Open Door	1
# rank=121 detour=>512 routeA=missing edge=1677,3802,0 E name=Door
BASELINE	1678,3802,0	1677,3802,0	Open Door	1
BASELINE	1677,3802,0	1678,3802,0	Open Door	1
# rank=122 detour=>512 routeA=missing edge=1677,3803,0 E name=Door
BASELINE	1678,3803,0	1677,3803,0	Open Door	1
BASELINE	1677,3803,0	1678,3803,0	Open Door	1
# rank=123 detour=>512 routeA=missing edge=1678,6133,0 N name=Door
BASELINE	1678,6134,0	1678,6133,0	Open Door	1
BASELINE	1678,6133,0	1678,6134,0	Open Door	1
# rank=124 detour=>512 routeA=missing edge=1689,6115,0 E name=Door
BASELINE	1690,6115,0	1689,6115,0	Open Door	1
BASELINE	1689,6115,0	1690,6115,0	Open Door	1
# rank=125 detour=>512 routeA=missing edge=1693,3723,0 N name=Door
BASELINE	1693,3723,0	1693,3724,0	Open Door	1
BASELINE	1693,3724,0	1693,3723,0	Open Door	1
# rank=126 detour=>512 routeA=missing edge=1694,3723,0 N name=Door
BASELINE	1694,3723,0	1694,3724,0	Open Door	1
BASELINE	1694,3724,0	1694,3723,0	Open Door	1
# rank=127 detour=>512 routeA=missing edge=1701,3763,0 N name=Door
BASELINE	1701,3764,0	1701,3763,0	Open Door	1
BASELINE	1701,3763,0	1701,3764,0	Open Door	1
# rank=128 detour=>512 routeA=missing edge=1702,3763,0 N name=Door
BASELINE	1702,3764,0	1702,3763,0	Open Door	1
BASELINE	1702,3763,0	1702,3764,0	Open Door	1
# rank=129 detour=>512 routeA=missing edge=1716,3742,0 E name=Door
BASELINE	1717,3742,0	1716,3742,0	Open Door	1
BASELINE	1716,3742,0	1717,3742,0	Open Door	1
# rank=130 detour=>512 routeA=missing edge=1716,3743,0 E name=Door
BASELINE	1717,3743,0	1716,3743,0	Open Door	1
BASELINE	1716,3743,0	1717,3743,0	Open Door	1
# rank=131 detour=>512 routeA=missing edge=1716,3757,0 E name=Door
BASELINE	1717,3757,0	1716,3757,0	Open Door	1
BASELINE	1716,3757,0	1717,3757,0	Open Door	1
# rank=132 detour=>512 routeA=missing edge=1716,3758,0 E name=Door
BASELINE	1717,3758,0	1716,3758,0	Open Door	1
BASELINE	1716,3758,0	1717,3758,0	Open Door	1
# rank=133 detour=>512 routeA=missing edge=1720,6114,0 E name=Door
BASELINE	1721,6114,0	1720,6114,0	Open Door	1
BASELINE	1720,6114,0	1721,6114,0	Open Door	1
# rank=134 detour=>512 routeA=missing edge=1720,6115,0 E name=Door
BASELINE	1721,6115,0	1720,6115,0	Open Door	1
BASELINE	1720,6115,0	1721,6115,0	Open Door	1
# rank=135 detour=>512 routeA=missing edge=1721,6132,0 E name=Door
BASELINE	1722,6132,0	1721,6132,0	Open Door	1
BASELINE	1721,6132,0	1722,6132,0	Open Door	1
# rank=136 detour=>512 routeA=missing edge=1810,9944,0 N name=Door
BASELINE	1810,9945,0	1810,9944,0	Open Door	1
BASELINE	1810,9944,0	1810,9945,0	Open Door	1
# rank=137 detour=>512 routeA=missing edge=1864,5127,0 E name=Door
BASELINE	1864,5127,0	1865,5127,0	Open Door	1
BASELINE	1865,5127,0	1864,5127,0	Open Door	1
# rank=138 detour=>512 routeA=missing edge=1864,5137,0 E name=Door
BASELINE	1864,5137,0	1865,5137,0	Open Door	1
BASELINE	1865,5137,0	1864,5137,0	Open Door	1
# rank=139 detour=>512 routeA=missing edge=1881,5022,0 E name=Door
BASELINE	1881,5022,0	1882,5022,0	Open Door	1
BASELINE	1882,5022,0	1881,5022,0	Open Door	1
# rank=140 detour=>512 routeA=missing edge=1881,5030,0 E name=Door
BASELINE	1881,5030,0	1882,5030,0	Open Door	1
BASELINE	1882,5030,0	1881,5030,0	Open Door	1
# rank=141 detour=>512 routeA=missing edge=1886,5032,0 N name=Door
BASELINE	1886,5033,0	1886,5032,0	Open Door	1
