# Generated from Skretzo/shortest-path transport TSV files.
# Columns: category	source	destination	label	duration	skills	quests	items	varbits	varplayers	wildernessLevel	confidence	provenance
# duration is in game ticks (floored at 1). Blank requirement fields mean no requirement recorded upstream.
# confidence tiers: INHERITED from upstream, INFERRED from cache-derived generation, CONFIRMED from live/manual proof, CONTRADICTED for known disagreements.
AGILITY_SHORTCUT	2220,3155,0	2220,3152,0	Step-over Tripwire 3921	8	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2226,3219,0	2229,3219,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2229,3219,0	2226,3219,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2229,3219,0	2232,3219,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2230,3249,0	2233,3249,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2231,3149,0	2234,3149,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2232,3219,0	2229,3219,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2232,3219,0	2235,3219,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2233,3249,0	2230,3249,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2233,3249,0	2236,3249,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2234,3149,0	2231,3149,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2234,3149,0	2237,3149,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2234,3181,0	2238,3181,0	Pass Sticks 3922	6	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2235,3219,0	2232,3219,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2235,3219,0	2238,3219,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2236,3249,0	2233,3249,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2236,3249,0	2239,3249,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2237,3149,0	2234,3149,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2237,3149,0	2240,3149,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2238,3181,0	2234,3181,0	Pass Sticks 3922	6	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2238,3219,0	2235,3219,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2239,3249,0	2236,3249,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2240,3149,0	2237,3149,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2250,3168,0	2253,3168,0	Step-over Tripwire 3921	8	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2253,3168,0	2250,3168,0	Step-over Tripwire 3921	8	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2256,3227,0	2260,3227,0	Pass Sticks 3922	6	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2258,3250,0	2264,3250,0	Cross Log balance 3932	8	Agility=45					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2260,3227,0	2256,3227,0	Pass Sticks 3922	6	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2264,3250,0	2258,3250,0	Cross Log balance 3932	8	Agility=45					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2265,3192,0	2268,3192,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2267,3201,0	2267,3205,0	Jump Leaves 3925	4	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2267,3205,0	2267,3201,0	Jump Leaves 3925	4	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2268,3192,0	2265,3192,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2268,3192,0	2271,3192,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2271,3192,0	2268,3192,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2271,3192,0	2274,3192,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2274,3163,0	2277,3163,0	Pass Sticks 3922	6	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2274,3172,0	2274,3176,0	Jump Leaves 3925	4	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2274,3176,0	2274,3172,0	Jump Leaves 3925	4	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2274,3192,0	2271,3192,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2275,3262,0	2279,3262,0	Jump Leaves 3925	4	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2277,3163,0	2274,3163,0	Pass Sticks 3922	6	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2279,3222,0	2279,3225,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2279,3225,0	2279,3222,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2279,3225,0	2279,3228,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2279,3228,0	2279,3225,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2279,3228,0	2279,3231,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2279,3231,0	2279,3228,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2279,3262,0	2275,3262,0	Jump Leaves 3925	4	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2284,3188,0	2287,3188,0	Step-over Tripwire 3921	8	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2287,3188,0	2284,3188,0	Step-over Tripwire 3921	8	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2290,3232,0	2290,3239,0	Cross Log balance 3933	9	Agility=45					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2290,3239,0	2290,3232,0	Cross Log balance 3933	9	Agility=45					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2294,3242,0	2294,3245,0	Step-over Tripwire 3921	8	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2294,3245,0	2294,3242,0	Step-over Tripwire 3921	8	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2295,3213,0	2295,3217,0	Pass Sticks 3922	6	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2295,3217,0	2295,3213,0	Pass Sticks 3922	6	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2303,3213,0	2303,3216,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2303,3216,0	2303,3213,0	Enter Dense forest 3937	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2303,3216,0	2303,3219,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2303,3219,0	2303,3216,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2303,3219,0	2303,3222,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2303,3222,0	2303,3219,0	Enter Dense forest 3939	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2303,3222,0	2303,3225,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2303,3225,0	2303,3222,0	Enter Dense forest 3938	4	Agility=56					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2322,3502,0	2324,3497,0	Climb Rocks 19849	6	Agility=25					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2324,3497,0	2322,3502,0	Climb Rocks 19849	6	Agility=25					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2332,3252,0	2338,3253,0	Climb Rocks 16514	6	Agility=85					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2338,3253,0	2332,3252,0	Climb Rocks 16515	6	Agility=85					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2338,3281,0	2338,3286,0	Climb Rocks 16514	4	Agility=68					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2338,3286,0	2338,3281,0	Climb Rocks 16515	8	Agility=68					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2344,3294,0	2346,3300,0	Climb Rocks 16514	8	Agility=59					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2346,3300,0	2344,3294,0	Climb Rocks 16515	6	Agility=59					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2400,4402,0	2400,4404,0	Squeeze-past Jutting wall 17002	2	Agility=46					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2400,4404,0	2400,4402,0	Squeeze-past Jutting wall 17002	2	Agility=46					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2409,4400,0	2409,4402,0	Squeeze-past Jutting wall 17002	2	Agility=66					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2409,4402,0	2409,4400,0	Squeeze-past Jutting wall 17002	2	Agility=66					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2429,9806,0	2435,9806,0	Enter Tunnel 30174	1	Agility=72					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2429,9807,0	2435,9807,0	Enter Tunnel 30174	1	Agility=72					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2449,3155,0	2444,3165,0	Cross Stepping stone 10662	5	Agility=47				328=15	-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2471,3426,0	2471,3423,1	Climb-over Obstacle net 23134	2	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2472,3426,0	2472,3423,1	Climb-over Obstacle net 23134	2	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2473,3423,1	2473,3420,2	Climb Tree branch 23559	2	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2473,3426,0	2473,3423,1	Climb-over Obstacle net 23134	2	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
AGILITY_SHORTCUT	2474,3426,0	2474,3423,1	Climb-over Obstacle net 23134	2	Agility=1					-1	INHERITED	skretzo:agility_shortcuts.tsv
